,Movie Name,Imdb Ratings,Genre,Run Time,Director,Stars,Votes,Certificate
4092,Vallah Kya Baat Hai (1962),7.0,"Action, Crime, Drama",135 min,Hari Walia,"Shammi Kapoor,Bina Rai,Nishi,Abhi Bhattacharya,",35,
4093,Aandhiyan (1990),5.0,Drama,145 min,David Dhawan,"Mumtaz,Prasenjit Chatterjee,Madhushree,Shatrughan Sinha,",35,U
4094,Taqdeer (1967),6.3,"Drama, Family",108 min,A. Salaam,"Bharat Bhushan,Shalini,Farida Jalal,Johnny Walker,",35,U
4095,Ustadon Ke Ustad (1963),7.4,"Action, Crime, Drama",144 min,Brij,"Ashok Kumar,Pradeep Kumar,Shakila,Sheikh Mukhtar,",35,
4096,Jaanwar Aur Insaan (1972),6.3,"Action, Adventure, Thriller",155 min,Tapi Chanakya,"Shashi Kapoor,Rakhee Gulzar,Shabnam,Sujit Kumar,",35,U
4097,Tan-Badan (1986),5.2,Drama,115 min,Anand,"Govinda,Kushboo,Jyoti Patel,Sharat Saxena,",35,A
4098,Kala Dhanda Goray Log (1986),5.7,"Drama, Family",158 min,Sanjay Khan,"Sunil Dutt,Sanjay Khan,Anita Raj,Akbar Khan,",35,UA
4099,Sazaa (1951),6.1,"Drama, Family",111 min,Fali Mistry,"Dev Anand,Nimmi,Shyama,K.N. Singh,",35,
4100,Bal Ganesh 2 (2009),6.7,Animation,74 min,Pankaj Sharma,,34,
4101,Mahesh Dattani's Hasmukh Saab ki Wasihat (2015),6.3,Drama,82 min,Mahesh Dattani,"Mohan Agashe,Seema Bhargava,Achint Kaur,Gagan Singh Sethi,",34,
4102,Main Hoon Rajinikanth (2015),7.4,Comedy,127 min,Faisal Saif,"Smita Gondkar,Shakti Kapoor,Sameer Khan,Reema Lagoo,",34,(Banned)
4103,Sheetalbhabi,3.9,Comedy,115 min,C.M. Jain,"Jatin Grewal,Hina Tasleem,Monalisa,Vikas Kalantri,",34,
4104,Zahreele Saanp (1985),8.3,Action,,Mohan Babu,"Jayamalini,Rajinikanth,Sripriya,",34,
4105,Tutiya Dil (2012),5.0,Romance,127 min,Amit Khanna,"Sidhant Kapur,Iris Maity,Suzanna Mukherjee,Nikhil Sabharwal,",34,
4106,The Impossible Murder (2010),6.6,Mystery,82 min,Sareesh Sudhakaran,"Hemu Adhikari,Minnakshi Das,Ajay Gatlewar,Prakash Jha,",34,UA
4107,#Yaaram (2019),4.4,"Comedy, Romance",110 min,Ovais Khan,"Prateik,Ishita Raj,Siddhanth Kapoor,Poonam Jheelan,",34,UA
4108,Dulhan Banoo Main Teri (1999),5.8,"Action, Drama, Romance",,Babbar Subhash,"Arun Bakshi,Beena Banerjee,Sheeba Bhakri,Deepti Bhatnagar,",34,
4109,Time Pass (2005),4.2,Romance,88 min,Chander Mishra,"Sherlyn Chopra,Tanaaz Currim Irani,Adi Irani,Monica Patel,",34,
4110,Teri Payal Mere Geet (1993),5.5,"Drama, Romance",120 min,Rehman Naushad,"Govinda,Meenakshi Sheshadri,Alpana,Beena Banerjee,",34,
4111,Ayee Milan Ki Raat (1991),6.4,Romance,152 min,K. Pappu,"Avinash Wadhawan,Shaheen,Anupam Kher,Kulbhushan Kharbanda,",34,
4112,Khooni Mahal (1987),5.7,Horror,,Mohan Bhakri,"Raj Kiran,Shoma Anand,Javed Khan,Neelam Mehra,",34,
4113,Chalta Purza (1977),6.2,"Action, Thriller",150 min,Bhappi Sonie,"Rajesh Khanna,Parveen Babi,Rakesh Roshan,Ajit,",34,
4114,Ghar Parivaar (1991),5.3,Drama,,Mohanji Prasad,"Rajesh Khanna,Rishi Kapoor,Raj Kiran,Moushumi Chatterjee,",34,
4115,Phandebaaz (1978),6.7,"Action, Comedy",150 min,Samir Ganguly,"Dharmendra,Moushumi Chatterjee,Prem Chopra,Satyendra Kapoor,",34,
4116,Santosh (1989),6.9,"Drama, Family",146 min,Balbir Wadhawan,"Manoj Kumar,Nirupa Roy,Rakhee Gulzar,Prem Chopra,",34,
4117,Hum Bhi Insaan Hain (1989),5.7,"Action, Crime, Drama",149 min,Manivannan,"Sanjay Dutt,Jackie Shroff,Neelam Kothari,Jaya Prada,",34,
4118,Aisa Pyar Kahan (1986),6.1,"Drama, Romance",,Vijay Sadanah,"Jeetendra,Jaya Prada,Mithun Chakraborty,Padmini Kolhapure,",34,
4119,Muqaddar (1978),5.3,"Drama, Family",189 min,Ravi Tandon,"Shashi Kapoor,Rekha,Parikshit Sahni,Amjad Khan,",34,
4120,Kaala Samrajya (1999),4.3,"Action, Crime, Romance",119 min,Deepak Bahry,"Sunil Shetty,Monica Bedi,Amrish Puri,Deepak Shirke,",34,A
4121,Lorie (1984),6.4,Drama,,Vijay Talwar,"Shabana Azmi,Farooq Shaikh,Swaroop Sampat,Naseeruddin Shah,",34,
4122,Hawas (1974),6.3,"Drama, Family, Romance",,Saawan Kumar Tak,"Anil Dhawan,Neetu Singh,Pradeep Kumar,Bindu,",34,A
4123,Sargam (1950),6.7,"Drama, Family",135 min,P.L. Santoshi,"Raj Kapoor,Rehana,Om Prakash,David Abraham,",34,U
4124,Chor Ke Ghar Chor (1978),6.4,"Action, Comedy, Crime",,Vijay Sadanah,"Randhir Kapoor,Zeenat Aman,Ashok Kumar,Pran,",34,
4125,House No,6.0,Horror,112 min,Baby,"Salim Fateh,Baby Vijaya,Anil Dhawan,Rita Bhaduri,",34,A
4126,Kranti Kshetra (1994),5.2,"Action, Comedy, Drama",,Rajeev Kumar,"Mithun Chakraborty,Pooja Bhatt,Harish,Kanchan,",34,
4127,Sarfarosh (1985),5.3,Drama,157 min,Narayana Rao Dasari,"Asrani,Bharat Bhushan,Bindu,Leena Chandavarkar,",34,
4128,Sikandar E Azam (1965),7.8,"Adventure, Drama, History",,Kedar Kapoor,"Prithviraj Kapoor,Dara Singh,Mumtaz,Veena,",34,
4129,Tumhare Liye (1978),6.0,"Drama, Family",,Basu Chatterjee,"Sanjeev Kumar,Vidya Sinha,Ashok Kumar,Neelam Mehra,",34,
4130,Takkar (1980),5.4,Drama,157 min,K. Bapaiah,"Sanjeev Kumar,Jeetendra,Zeenat Aman,Jaya Prada,",34,
4131,Jwar Bhata (1944),7.6,"Drama, Romance",120 min,Amiya Chakrabarty,"Ruma Guha Thakurta,Aga Jaan,Vikram Kapoor,Dilip Kumar,",34,
4132,Miss Mary (1957),6.7,Comedy,,L.V. Prasad,"Meena Kumari,Kishore Kumar,Gemini Ganesan,Jamuna,",34,U
4133,Yeh Aag Kab Bujhegi (1991),6.1,Drama,,Sunil Dutt,"Sunil Dutt,Rekha,Kabir Bedi,Sheeba,",34,
4134,Pratigyabadh (1991),5.7,Drama,125 min,Ravi Chopra,"Asrani,Beena Banerjee,Mithun Chakraborty,Sunil Dutt,",34,
4135,Jawab Hum Denge (1987),5.9,Action,135 min,Vijay Reddy,"Jackie Shroff,Sridevi,Shatrughan Sinha,Kader Khan,",34,U
4136,Itihaas (1987),5.0,"Drama, Family",138 min,V. Joshi,"Raaj Kumar,Shabana Azmi,Rati Agnihotri,Anil Kapoor,",34,
4137,Gunehgaar (1980),5.6,Action,,Rahul Rawail,"Rishi Kapoor,Parveen Babi,Rajendra Kumar,Syed Jari Ali,",34,
4138,Phagun (1958),6.6,"Comedy, Drama, Musical",,Bibhuti Mitra,"Madhubala,Bharat Bhushan,Jeevan,Kammo,",34,
4139,Bedhab (2019),5.6,Mystery,,Akash Goila,"Sanjay Kapoor,Karishma Kotak,Aashish Sachdeva,",33,
4140,Sargoshiyan (2017),6.2,Drama,106 min,Imran Khan,"Vijay Verma,Indraneil Sengupta,Sara Khan,Aditi Bhatia,Tom Alter,",33,
4141,Pinky Beauty Parlour (2016),8.4,Drama,130 min,Akshay Singh,"Sulagna Panigrahi,Jogi Mallang,Vishwanath Chatterjee,Arpita Banerjee,",33,
4142,SOS: Secrets of Sex (2013),5.8,Drama,114 min,Kumaar Aadarsh,"Kumaar Aadarsh,Gagan Guru,Harman Preet Kaur,Ritesh Raghuvanshi,",33,A
4143,Dunno Y 2,6.3,"Drama, Romance",95 min,Tonje Gjevjon,"Sanjay Sharma,Zeenat Aman,Kapil Kaustubh Sharma,Yuvraaj Parashar,Meera,",33,
4144,Supari - The Quest Begins Now (2014),5.9,Crime,90 min,Aamreeta Gautam,"Sabreen Baker,Swetanshu Bora,Mukesh Ghatiya,Mayuresh Nirhali,",33,Not Rated
4145,Purana Purush (1978),8.3,"Action, Adventure, Comedy",136 min,G.S. Murthy,"Prabhakar,Manohar,Anamika,Leela,",33,A
4146,Kurukshetra (1977),7.8,"Action, Drama, History",,Kamalakara Kameshwara Rao,"Sobhan Babu,Krishna Ghattamaneni,Krishnamraju,Satyanarayana Kaikala,",33,
4147,Veer Yodha Prithviraj Chauhan (2008),7.4,"Animation, Action, Drama",85 min,Rakesh Prasad,"Mugdha Chaphekar,Gaurav Gautam,",33,
4148,Mahayoddha Rama (2016),7.3,Animation,106 min,Rohit Vaid,"Kunal Kapoor,Jimmy Sheirgill,Gulshan Grover,Mouni Roy,",33,
4149,Astounding Courage in Distress (2020),7.2,Family,102 min,Priyanka Singh,"Mansinghms,Indu Prasad,Man Singh,Priyanka Singh,",33,U
4150,Aur Pappu Pass Ho Gaya (2007),4.4,Comedy,142 min,S. Soni,"Krishna Abhishek,Kashmira Shah,Jackie Shroff,Narendra Bedi,",33,
4151,Hiraasat (1987),5.4,"Action, Crime, Drama",180 min,Surendra Mohan,"Hema Malini,Shatrughan Sinha,Mithun Chakraborty,Prem Chopra,",33,
4152,Ustadi Ustad Se (1982),3.8,"Action, Crime, Drama",134 min,Deepak Bahry,"Mithun Chakraborty,Ranjeeta Kaur,Vinod Mehra,Mumtaz Begum,",33,U
4153,Jaana,5.8,"Comedy, Drama, Romance",,Shahrukh Mirza,"Rajesh Khanna,Zeenat Aman,Rehan Khan,Anjana Sukhani,",33,
4154,Hasti (1993),4.8,Action,149 min,Ashok Gaekwad,"Jackie Shroff,Naseeruddin Shah,Nagma,Aruna Irani,",33,
4155,Revati (2005),5.2,Drama,145 min,Farogh Siddique,"Kashmira Shah,Shreyas Talpade,Ayub Khan,Vijay Kadam,",33,A
4156,Pratha (2002),6.4,"Action, Drama, Thriller",,Raja Bundela,"Deepak Bandhu,Irrfan Khan,Ashney Shroff,Hemant Mishra,",33,
4157,Dost (1989),5.3,Action,162 min,K. Muralimohana Rao,"Mithun Chakraborty,Amala Akkineni,Vikas Anand,Master Antriksh,",33,
4158,Main Aur Mera Hathi (1981),6.5,"Action, Drama",136 min,R. Thyagaraajan,"Mithun Chakraborty,Poonam Dhillon,Suresh Oberoi,Mahendra Sandhu,",33,Unrated
4159,Mitti Aur Sona (1989),4.9,"Action, Drama",163 min,Shiv Kumar,"Chunky Pandey,Neelam Kothari,Sonam,Vinod Mehra,",33,
4160,Wanted: Dead or Alive (1984),6.4,"Action, Crime, Drama",145 min,Ambrish Sangal,"Mithun Chakraborty,Tina Ambani,Asrani,Krishan Dhawan,",33,
4161,Kali Ghata (1980),5.9,"Romance, Thriller, Mystery",131 min,Ved Rahi,"Shashi Kapoor,Rekha,Danny Denzongpa,Aruna Irani,",33,
4162,Vishkanya (1991),4.5,Action,,Jag Mundhra,"Kunal Goswami,Pooja Bedi,Kabir Bedi,Moon Moon Sen,",33,
4163,Darling Darling (1977),6.7,Romance,,Gogi Anand,"Dev Anand,Zeenat Aman,Nadira,Mehmood,",33,
4164,Ayaash (1982),5.2,Romance,131 min,Shakti Samanta,"Sanjeev Kumar,Rati Agnihotri,Arun Govil,Madan Puri,",33,
4165,Hoshiyar (1985),4.7,"Action, Comedy, Drama",147 min,K. Raghavendra Rao,"Jeetendra,Shatrughan Sinha,Asrani,Shakti Kapoor,",33,
4166,Kaun Kitney Pani Mein (1987),6.4,"Action, Thriller",,Shibu Mitra,"Mahendra Sandhu,Brahmachari,Mohan Choti,Danny Denzongpa,",33,
4167,Basant (1960),6.5,"Comedy, Drama, Romance",165 min,Bibhuti Mitra,"Nutan,Shammi Kapoor,Minoo Mumtaz,Pran,",33,
4168,Aulad Ke Dushman (1993),3.8,Drama,152 min,Rajkumar Kohli,"Vikas Anand,Harbans Darshan M. Arora,Raj Babbar,Kishore Anand Bhanushali,",33,
4169,Aadmi Sadak Ka (1977),5.4,"Drama, Family",138 min,Devendra Goel,"Shatrughan Sinha,Vikram Makandar,Zaheera,Sujit Kumar,",33,
4170,Hercules (1964),5.3,Adventure,142 min,Shriram,"Dara Singh,Mumtaz,Habib,Helen,",33,
4171,Toofan (1975),5.6,"Action, Adventure",138 min,Kedar Kapoor,"Vikram Makandar,Priyadarshini,Jagdeep,Roopesh Kumar,",33,
4172,Gopal Krishna (1979),6.9,Fantasy,132 min,Vijay Sharma,"Sachin Pilgaonkar,Zarina Wahab,Manher Desai,Master Sandeep,",33,
4173,Kathputli (1971),6.9,"Drama, Romance",148 min,Brij,"Jeetendra,Mumtaz,Helen,Master Bhagwan,",33,
4174,Goonj Uthi Shehnai (1959),7.4,"Musical, Romance",174 min,Vijay Bhatt,"Rajendra Kumar,Ameeta,Anita Guha,I.S. Johar,",33,
4175,Wahan Ke Log (1967),5.5,"Action, Adventure, Drama",130 min,Nisar Ahmad Ansari,"Pradeep Kumar,Tanuja,Nilofar,Nisar Ahmad Ansari,",33,
4176,Badal (1951),6.7,"Action, Romance",146 min,Amiya Chakrabarty,"Madhubala,Prem Nath,Purnima,Hiralal,",33,
4177,Laila (1984),4.5,"Musical, Romance",,Saawan Kumar Tak,"Sunil Dutt,Poonam Dhillon,Anil Kapoor,Pran,",33,
4178,Nehle Pe Dehlaa (1976),5.3,"Action, Crime, Drama",,Raj Khosla,"Sunil Dutt,Saira Banu,Vinod Khanna,Prem Nath,",33,
4179,Didi (1959),7.8,Drama,,K. Narayan Kale,"Sunil Dutt,Shubha Khote,Feroz Khan,Lalita Pawar,",33,
4180,Ekta (2019),7.9,"Horror, Mystery, Thriller",99 min,G. Suman Reddy,"Salil Ankola,Navneet Kaur Dhillon,Avneet Kaur,Nasirr Khan,",32,UA
4181,Inspector Gullu (2018),6.8,Action,124 min,Aziz Naser,"Habib Al Aidroos,Adnan Sajid Khan,R.K. Mama,Aziz Naser,",32,UA
4182,When Obama Loved Osama (2018),4.8,Comedy,116 min,Sudhish Kumar Sharma,"Amrita Acharya,Kimti Anand,Rahul Avana,Mohit Baghel,",32,Not Rated
4183,Bhangover (2017),5.1,Comedy,115 min,Mahender Singh,"Prerika Arora,Aradhya Taing,Anmol Khatri,Yashpal Sharma,",32,UA
4184,Downup the Exit 796 (2018),7.9,Thriller,102 min,Jaimin Bal,"Rajesh Desai,Ruchika Dhankhar,Aniket Dhawalshankh,Yatin Karyekar,",32,UA
4185,Mohan Rakesh's Adhe Adhure (2014),7.1,Drama,100 min,Rohit Philip,"Mohan Agashe,Lillete Dubey,Ira Dubey,Rajeev Siddhartha,",32,U
4186,Dombivli Return (2019),5.2,"Drama, Thriller",129 min,Mahendra Teredesai,"Sandeep Kulkarni,Rajeshwari Sachdev,Amol Parashar,Trishnika Shinde,",32,UA
4187,Daku Munni Bai (1991),7.9,Action,,Mohan Babu,"Jayasudha,Vijayalalitha,",32,
4188,Bloody Isshq (2013),7.4,"Drama, Romance",,Arup Dutta,"Akash,Shilpa Anand,Karan Veer Mehra,Tripta Parashar,",32,
4189,The Kashmir Files,None,Thriller,,Vivek Agnihotri,"Anupam Kher,Mithun Chakraborty,Puneet Issar,Sourav Verma,",None,
4190,Kachchi Sadak (2006),6.3,"Action, Drama",145 min,Sanjay D. Singh,"Rahul Singh,Parmita Katkar,Tinnu Anand,Bharat Bhushan Bhatt,",32,UA
4191,Billa No,4.5,Action,140 min,Imran Khalid,"Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,Adi Irani,",32,
4192,Mr,6.8,"Comedy, Crime, Drama",179 min,G.P. Sippy,"Geeta Bali,I.S. Johar,Helen,Kamaljit Singh,",32,
4193,2 October (2003),5.2,"Action, Crime, Thriller",122 min,Sunil Tiwari,"Ashutosh Rana,Rocky Verma,Saadhika,Sharat Saxena,",32,
4194,Shikaar (2004),4.9,"Action, Musical, Thriller",,Darshan Bagga,"Jaz Pandher,Danny Denzongpa,Kanishkaa Kapoor,Gurpreet kaur Sodhi,",32,
4195,Miss 420 (1998),4.5,"Action, Romance, Thriller",135 min,Akashdeep,"Baba Sehgal,Sheeba,Shakti Kapoor,Aasif Sheikh,",32,
4196,7 Saal Baad (1987),4.1,"Drama, Horror, Musical",127 min,S.U. Syed,"Sharmila Tagore,Suresh Oberoi,Navin Nischol,Prema Narayan,",32,A
4197,Rangila Ratan (1976),6.1,Action,,S. Ramanathan,"Rishi Kapoor,Parveen Babi,Ashok Kumar,Ajit,",32,
4198,Shatranj (1969),6.1,"Thriller, Mystery",168 min,S.S. Vasan,"Rajendra Kumar,Waheeda Rehman,Mehmood,Agha,",32,U
4199,Kaise Kahoon Ke,3.4,"Crime, Romance",,Anil Kumar Sharma,"Amit Hingorani,Sharbani Mukherjee,Dharmendra,Sunny Deol,",32,UA
4200,Nasihat (1986),5.1,"Action, Drama",139 min,Aravind Sen,"Rajesh Khanna,Shabana Azmi,Deepti Naval,Mithun Chakraborty,",32,
4201,Mera Haque (1986),4.8,Action,135 min,Ajay Kashyap,"Sanjay Dutt,Anita Raj,Gulshan Grover,Bindu,",32,A
4202,Lakshmanrekha (1991),4.9,Drama,133 min,Sunil Sikand,"Naseeruddin Shah,Jackie Shroff,Sangeeta Bijlani,Danny Denzongpa,",32,A
4203,Khoon Aur Paani (1981),5.9,"Action, Drama",141 min,Chand,"Feroz Khan,Jeetendra,Rekha,Parveen Babi,",32,
4204,Chunaoti (1980),5.4,"Action, Thriller",,Satpal,"Feroz Khan,Neetu Singh,Dharmendra,Danny Denzongpa,",32,U
4205,Biradari (1966),5.8,Drama,139 min,Ram Kamlani,"Shashi Kapoor,Faryal,Pran,Lalita Pawar,",32,
4206,Jaal (1967),5.9,"Action, Crime, Drama",156 min,Moni Bhattacharjee,"Biswajit Chatterjee,Mala Sinha,Sujit Kumar,Tarun Bose,",32,
4207,Jallian Wala Bagh (1977),7.1,History,185 min,Balraj Tah,"Shabana Azmi,Gulzar,Vinod Khanna,Ram Mohan,",32,U
4208,Godam (1983),7.2,Drama,140 min,Dilip Chitre,"Satyadev Dubey,Madan Jain,Achyut Potdar,Amrish Puri,",32,
4209,Bhairavi (1996),5.6,"Drama, Musical, Romance",145 min,Aruna Raje,"Ashwini Bhave,Sridhar,Manohar Singh,Umashri,",32,
4210,Vidya (1948),7.6,"Drama, Romance",,Girish Trivedi,"Suraiya,Dev Anand,Madan Puri,Cuckoo,",32,U
4211,Trilok Sundari (1980),8.4,,,Singeetam Srinivasa Rao,"Mohan Babu,Pandharibai,Madhavi,Madhu Malini,",32,
4212,Wafadaar (1985),4.7,"Comedy, Drama",190 min,Narayana Rao Dasari,"Pilla Srinivas,Rajinikanth,Padmini Kolhapure,Vijayata Pandit,Anupam Kher,",32,
4213,April Fool (1964),6.1,"Comedy, Romance, Thriller",154 min,Subodh Mukherji,"Saira Banu,Biswajit Chatterjee,Jayant,Sajjan,",32,U
4214,Nastik (1954),6.2,"Comedy, Crime, Drama",148 min,I.S. Johar,"Nalini Jaywant,Ajit,Ulhas,I.S. Johar,",32,U
4215,Daasi (1981),5.0,"Drama, Romance",,Raj Khosla,"Sanjeev Kumar,Rekha,Moushumi Chatterjee,Rakesh Roshan,",32,
4216,Gunda (1969),6.7,"Action, Crime, Drama",136 min,Mohammed Hussain,"Nisar Ahmad Ansari,Master Bhagwan,Shakeela Bano Bhopali,Bela Bose,",32,
4217,Aap Beati (1976),5.7,"Drama, Family",145 min,Mohan Kumar,"Shashi Kapoor,Hema Malini,Ashok Kumar,Nirupa Roy,",32,U
4218,Aakhri Ghulam (1989),5.0,"Action, Crime, Drama",171 min,Shibu Mitra,"Mithun Chakraborty,Sonam,Anupam Kher,Raj Babbar,",32,U
4219,Jigri Dost (1969),6.4,Drama,154 min,Ravikant Nagaich,"Jeetendra,Mumtaz,K.N. Singh,Poonam Sinha,",32,
4220,Paheli (1977),7.6,"Drama, Family",131 min,Prashant Nanda,"Satyajeet,Nameeta Chandra,Abka Chuliya,Arun Govil,",32,
4221,Honeymoon (1973),6.6,"Comedy, Drama, Family",128 min,Hiren Nag,"Leena Chandavarkar,Anil Dhawan,Nazima,Suresh Chatwal,",32,
4222,Man Mandir (1971),5.2,"Drama, Family",142 min,Tapi Chanakya,"Waheeda Rehman,Sanjeev Kumar,Sudesh Kumar,David Abraham,",32,
4223,Aasra (1966),7.2,"Drama, Family",161 min,Satyen Bose,"Mala Sinha,Biswajit Chatterjee,Balraj Sahni,Ameeta,",32,
4224,Sikka (1989),4.6,"Action, Drama",180 min,K. Bapaiah,"Mahesh Anand,Asrani,Brahmachari,Moushumi Chatterjee,",32,
4225,Aazmayish (1995),5.3,"Action, Drama, Romance",147 min,Sachin Pilgaonkar,"Sachin,Rohit Kumar,Dharmendra,Anjali Jathar,Mohnish Bahl,",32,
4226,Jigarwala (1991),2.6,"Action, Drama",132 min,Swaroop Kumar,"Anil Kapoor,Tina Ambani,Urmila Bhatt,Shahid Bijnori,",32,
4227,Mera Jawab (1985),5.8,Action,,N.S. Raj Bharath,"Jackie Shroff,Meenakshi Sheshadri,Shakti Kapoor,Gulshan Grover,",32,A
4228,Durdesh (1983),6.3,"Action, Crime, Drama",143 min,Ambrish Sangal,"Shashi Kapoor,Sharmila Tagore,Parveen Babi,Raj Babbar,",32,
4229,Jwala (1971),5.3,"Action, Crime",,M.V. Raman,"Sunil Dutt,Madhubala,Sohrab Modi,Pran,",32,U
4230,Roop Ki Rani Choron Ka Raja (1961),6.6,Romance,,Harnam Singh Rawail,"Dev Anand,Waheeda Rehman,Hiralal,Sahira,",32,
4231,Aas Ka Panchhi (1961),6.8,"Family, Drama",,Mohan Kumar,"Vyjayanthimala,Rajendra Kumar,Raj Mehra,Sunder,",32,U
4232,Shabnam (1949),6.6,"Drama, Family, Romance",154 min,Bibhuti Mitra,"Dilip Kumar,Shyama,Cuckoo,Mubarak,",32,
4233,Mere Paas Baap Hai (2018),6.1,Comedy,108 min,Faisal Simon,"Mohit Das,Afsheen Jamal,Shadab Khan,Madhuruchi Lamba,",31,U
4234,The Window (I) (2018),6.7,"Drama, Mystery",118 min,V.K. Choudhary,"Atul Hanwat,Praveen Maheswari,Sayoni Mishra,Preeti Sharma,",31,UA
4235,Jeene Nahin Doonga (2005),6.9,Action,,Prabhas,"Trisha Krishnan,Prakash Raj,Tottempudi Gopichand,",31,
4236,Chaarfutiya Chhokare (2014),6.2,"Drama, Thriller",119 min,Manish Harishankar,"Soha Ali Khan,Zakir Hussain,Seema Biswas,Mukesh Tiwari,",31,
4237,Zindagi Tere Naam (2012),4.4,Romance,120 min,Ashu Trikha,"Mithun Chakraborty,Ranjeeta Kaur,Priyanka Mehta,Ashish Sharma,",31,UA
4238,Hair is Falling: A Serious Comedy Film (2011),5.3,"Comedy, Drama",120 min,Vicky Bhardwaj,"Rajesh Bhardwaj,Sanjana Tiwari,Priyanka,Mahender Singh Bist,",31,
4239,Strings of Passion (2014),6.5,Drama,100 min,Sanghamitra Chaudhuri,"Zeenat Aman,Indrani Haldar,Shubh Mukherjee,Avalok Nagpal,",31,A
4240,Most Common Budbak (2020),8.0,Drama,,Shashank Kumar,"Rajni Katiyar,Raj Nandini,Amitesh Sriram,",31,
4241,Shoonya (2006),6.8,Drama,100 min,Arindam Mitra,"Sohrab Ardeshir,Seema Biswas,Tulip Joshi,Ninad Kamat,",31,
4242,Aakhri Sangam (1990),7.1,"Action, Romance",,N.K. Vishwanathan,"Nassar,Nirosha,Aurn Pandian,Prabhakaran,",31,
4243,Dharma Karma (1997),5.7,"Action, Drama",128 min,Ravi Varma,"Gajendra Chauhan,Dan Dhanoa,Dharmendra,Eva Grover,",31,A
4244,Juaari (1994),3.4,"Action, Drama",184 min,Jagdish A. Sharma,"Dharmendra,Arman Kohli,Shilpa Shirodkar,Deepak Saraf,",31,
4245,Qaid Mein Hai Bulbul (1992),2.7,"Drama, Romance",,Ravindra Peepat,"Rana Jung Bahadur,Bhagyashree,Sudha Chandran,Chandrashekhar,",31,
4246,Hatyara (1977),6.3,"Action, Crime",,Surendra Mohan,"Vinod Khanna,Moushumi Chatterjee,Rakesh Roshan,Pran,",31,U
4247,Naam O Nishan (1987),4.4,"Thriller, Action",129 min,Ajay Kashyap,"Shashi Kapoor,Sanjay Dutt,Amrita Singh,Kader Khan,",31,
4248,Zakhmo Ka Hisaab (1993),4.9,"Action, Crime, Drama",131 min,Sardar Talukdar,"Govinda,Farha Naaz,Kiran Kumar,Kader Khan,",31,
4249,Shehzaade (1989),4.8,Action,,Raj N. Sippy,"Dharmendra,Shatrughan Sinha,Sameer Khakhar,Mahesh Anand,",31,A
4250,Khuda Kasam (1981),5.5,"Drama, Family, Romance",,Lekh Tandon,"Vinod Khanna,Tina Ambani,Ajit,Pran,",31,
4251,Atishbaz (1990),2.8,"Crime, Drama",165 min,Mukhtar Ahmed,"Shatrughan Sinha,Anita Raj,Aditya Pancholi,Poonam Dhillon,",31,A
4252,Yeh Kaisi Mohabbat (2002),3.9,"Musical, Drama, Romance",160 min,Dinkar Kapur,"Krishna Abhishek,Viveka Babajee,Sheeba Bhakri,Deeksha,",31,
4253,Zakhmi Sipahi (1995),5.9,Action,,T.L.V. Prasad,"Vikas Anand,Mithun Chakraborty,Puneet Issar,Goga Kapoor,",31,UA
4254,Dil Bhi Tera Hum Bhi Tere (1960),6.9,"Drama, Romance",,Arjun Hingorani,"Balraj Sahni,Kumkum,Sushil,Mohan Choti,",31,
4255,Daku Hasina (1987),5.7,"Action, Drama",,Ashok Roy,"Zeenat Aman,Rajinikanth,Pradeep Kumar,Rakesh Roshan,",31,
4256,Yadon Ki Kasam (1985),5.9,Action,137 min,Vinod Dewan,"Mithun Chakraborty,Zeenat Aman,Shakti Kapoor,Asrani,",31,
4257,Samadhi (1950),6.7,Drama,165 min,Ramesh Saigal,"Ashok Kumar,Nalini Jaywant,Kuldip Kaur,Shyam,",31,U
4258,Sangram (1950),6.5,Drama,139 min,Gyan Mukherjee,"Ashok Kumar,Nalini Jaywant,Shashi Kapoor,Sajjan,",31,A
4259,Phaansi (1978),6.3,"Action, Drama",141 min,Harmesh Malhotra,"Shashi Kapoor,Sulakshana Pandit,Ranjeet,Pran,",31,U
4260,All Rounder (1984),4.8,"Action, Drama",128 min,Mohan Kumar,"Kumar Gaurav,Rati Agnihotri,Vinod Mehra,Shakti Kapoor,",31,
4261,Door Ki Awaaz (1964),5.9,Romance,135 min,Devendra Goel,"Joy Mukherjee,Saira Banu,Pran,Durga Khote,",31,
4262,Aangan (1959),6.6,"Music, Romance",,O.P. Dutta,"Agha,Ameeta,Rehman,Chand Usmani,",31,
4263,Roop Tera Mastana (1972),6.4,"Romance, Thriller",,Khalid Akhtar,"Jeetendra,Mumtaz,I.S. Johar,Pran,",31,U
4264,Himmat (1970),6.4,"Action, Drama, Thriller",152 min,Ravikant Nagaich,"Jeetendra,Mumtaz,Prem Chopra,Kumari Naaz,",31,
4265,Subha-O-Sham (1971),6.5,"Action, Comedy, Drama",180 min,Tapi Chanakya,"Sanjeev Kumar,Waheeda Rehman,Mohamad Ali Fardin,Azar,",31,U
4266,Jyoti (1981),5.9,Drama,144 min,Pramod Chakravorty,"Ajit,Birbal,Vijayendra Ghatge,Aruna Irani,",31,
4267,Do Bhai (1969),6.5,"Action, Crime, Drama",150 min,Brij,"Ashok Kumar,Mala Sinha,Jeetendra,Jagdeep,",31,Not Rated
